NtsbNo;EventDate;City;State;HighestInjuryLevel;FatalInjuryCount;SeriousInjuryCount;MinorInjuryCount;OnboardInjuryCount;OnGroundInjuryCount;Latitude;Longitude;Make;Model;AirCraftCategory;EngineType;AirCraftDamage;WeatherCondition;Operator;BroadPhaseofFlight;Year;Month;Quarter;YearMonth;TotalInjuries;OperationSegment
ERA18LA095;2018-03-05 10:35:00+00:00;Beaufort;South Carolina;Fatal;1,0;0,0;0,0;1,0;0,0;32,412223;-80,634445;ROBERT SNYDER;AUTOGYRO CALIDUS;GYRO;REC;Substantial;VMC;;Approach;2018;3;1;2018-03;1,0;Personal
CEN18LA115;2018-03-05 00:24:00+00:00;Sheboygan;Wisconsin;None;0,0;0,0;0,0;0,0;0,0;43,764446;-87,851387;MESSERSCHMITT-BOLKOW-BLOHM;BK 117 B-2;HELI;TS;Substantial;VMC;Air Methods Corporation;Approach;2018;3;1;2018-03;0,0;Commercial Non-Scheduled
WPR18LA098;2018-03-04 16:58:00+00:00;Enumclaw;Washington;Serious;0,0;1,0;0,0;1,0;0,0;47,202499;-121,994163;RAYTHEON AIRCRAFT;A36;AIR;REC;Substantial;VMC;;Enroute;2018;3;1;2018-03;1,0;Personal
GAA18CA184;2018-03-04 14:30:00+00:00;Camas;Washington;None;0,0;0,0;0,0;0,0;0,0;45,584996;-122,38831;PIPER;PA32;AIR;REC;Substantial;VMC;;Enroute;2018;3;1;2018-03;0,0;Personal
CEN18LA113;2018-03-02 17:25:00+00:00;Deport;Texas;Minor;0,0;0,0;1,0;1,0;0,0;33,52;-95,337776;AERO COMMANDER;100-180;AIR;REC;Substantial;VMC;;Standing;2018;3;1;2018-03;1,0;Personal
GAA18CA204;2018-03-02 13:30:00+00:00;Vero Beach;Florida;None;0,0;0,0;0,0;0,0;0,0;27,653888;-80,422775;PIPER;PA28;AIR;REC;Substantial;VMC;FLIGHT SAFETY INTERNATIONAL INC;Landing;2018;3;1;2018-03;0,0;Instructional
GAA18CA149;2018-03-01 12:00:00+00:00;Ferris;Texas;Minor;0,0;0,0;1,0;1,0;0,0;32,301387;-96,372222;BEECH;B;AIR;REC;Substantial;VMC;MIKE & MAYO PARTNERS LP;Enroute;2018;3;1;2018-03;1,0;Aerial Work
ERA18LA102;2018-03-01 11:51:00+00:00;Pompano Beach;Florida;None;0,0;0,0;0,0;0,0;0,0;26,248611;-80,118057;PIPER;PA 32-300;AIR;REC;Substantial;VMC;GARRISON RONALD L;Initial Climb;2018;3;1;2018-03;0,0;Personal
ERA18LA094;2018-02-28 20:30:00+00:00;Ocean City;Maryland;Fatal;2,0;0,0;0,0;2,0;0,0;38,288055;-75,091941;CESSNA;172;AIR;REC;Destroyed;VMC;MIDDLE RIVER AVIATION LLC;Enroute;2018;2;1;2018-02;2,0;Personal
CEN18LA114;2018-02-28 19:15:00+00:00;Odessa;Texas;Minor;0,0;0,0;1,0;1,0;0,0;31,92;-102,389999;BEECH;77;AIR;REC;Substantial;VMC;Russ Padgett;Initial Climb;2018;2;1;2018-02;1,0;Personal
WPR18CA096;2018-02-28 16:30:00+00:00;Pixley;California;Serious;0,0;1,0;0,0;1,0;0,0;35,936389;-119,192497;BELL;47G;HELI;REC;Substantial;VMC;;Maneuvering;2018;2;1;2018-02;1,0;Aerial Work
GAA18CA146;2018-02-28 14:00:00+00:00;Gatesvile;Texas;Minor;0,0;0,0;1,0;1,0;0,0;31,215833;-97,365554;CESSNA;172;AIR;REC;Substantial;VMC;ECOLOGICAL SERVICES INTERNATIONAL;Takeoff;2018;2;1;2018-02;1,0;Personal
GAA18CA145;2018-02-28 09:30:00+00:00;Milton-Freewater;Oregon;None;0,0;0,0;0,0;0,0;0,0;45,926944;-118,130836;PIPER;PA28R;AIR;REC;Substantial;VMC;WALLA WALLA UNIVERSITY;Maneuvering;2018;2;1;2018-02;0,0;Instructional
ERA18FA092;2018-02-27 20:25:00+00:00;Georgetown;Florida;Fatal;2,0;0,0;0,0;2,0;0,0;29,430555;-81,676391;QUEST AIRCRAFT COMPANY;KODIAC 100;AIR;TP;Substantial;VMC;PEGASUS OF MONTANA LLC;Maneuvering;2018;2;1;2018-02;2,0;Personal
ERA18FA088;2018-02-26 18:18:00+00:00;Greenwood;Mississippi;Fatal;1,0;0,0;0,0;1,0;0,0;33,506668;-90,269996;AIR TRACTOR;AT-802;AIR;TP;Substantial;VMC;AG CONCEPTS INC;Maneuvering;2018;2;1;2018-02;1,0;Aerial Work
CEN18LA112;2018-02-26 08:45:00+00:00;Mackinac Island;Michigan;None;0,0;0,0;0,0;0,0;0,0;45,87611;-84,636947;PIPER;PA 28;AIR;REC;Substantial;VMC;Great Lakes Air Inc;Approach;2018;2;1;2018-02;0,0;Commercial Non-Scheduled
GAA18CA142;2018-02-25 15:30:00+00:00;Apopka;Florida;None;0,0;0,0;0,0;0,0;0,0;28,706943;-81,581665;COSTRUZIONI AERONAUTICHE TECNA;ASTORE;AIR;REC;Substantial;VMC;;Takeoff;2018;2;1;2018-02;0,0;Personal
GAA18CA154;2018-02-25 14:20:00+00:00;Newtok;Alaska;None;0,0;0,0;0,0;0,0;0,0;60,938331;-164,640274;CESSNA;207;AIR;REC;Substantial;VMC;PAKLOOK AIR;Takeoff;2018;2;1;2018-02;0,0;Aerial Work
ERA18LA089;2018-02-25 09:10:00+00:00;Eustis;Florida;Fatal;1,0;0,0;0,0;1,0;0,0;28,843334;-81,629997;AIRBORNE WINDSPORTS PTY;EDGE XT 912 L;WSFT;REC;Substantial;VMC;;Approach;2018;2;1;2018-02;1,0;Personal
GAA18CA147;2018-02-24 15:35:00+00:00;Talkeetna;Alaska;None;0,0;0,0;0,0;0,0;0,0;62,169445;-149,689727;ROBINSON;R44;HELI;REC;Substantial;VMC;;Landing;2018;2;1;2018-02;0,0;Personal
DCA18CA102;2018-02-24 13:58:00+00:00;Minneapolis;Minnesota;Serious;0,0;1,0;2,0;3,0;0,0;44,884723;-93,215553;AIRBUS;A330 323;AIR;TF;;VMC;Delta Air Lines;Enroute;2018;2;1;2018-02;3,0;Commercial Scheduled
ERA18LA087;2018-02-24 13:30:00+00:00;Bunn;North Carolina;Minor;0,0;0,0;1,0;1,0;0,0;35,926666;-78,248054;AERO COMMANDER;CALLAIR A 9;AIR;REC;Substantial;VMC;;Initial Climb;2018;2;1;2018-02;1,0;Other / Unknown
GAA18CA140;2018-02-24 06:00:00+00:00;Woodland;California;Minor;0,0;0,0;1,0;1,0;0,0;38,593055;-121,83889;ROBINSON;R44;HELI;REC;Substantial;VMC;FLYING M AIR LLC;Enroute;2018;2;1;2018-02;1,0;Business
ERA18LA086;2018-02-23 15:15:00+00:00;Zephryhills;Florida;Minor;0,0;0,0;1,0;1,0;0,0;28,228055;-82,156112;STEARMAN;B75;AIR;REC;Substantial;VMC;;Approach;2018;2;1;2018-02;1,0;Personal
GAA18CA141;2018-02-23 11:15:00+00:00;Show Low;Arizona;None;0,0;0,0;0,0;0,0;0,0;34,264446;-110,012779;CESSNA;172;AIR;REC;Substantial;VMC;Canyon State Aero LLC;Landing;2018;2;1;2018-02;0,0;Instructional
CEN18FA108;2018-02-22 22:08:00+00:00;Ulysses;Kansas;Fatal;2,0;0,0;0,0;2,0;0,0;37,652778;-101,370552;BEECH;58;AIR;REC;Destroyed;VMC;;Enroute;2018;2;1;2018-02;2,0;Personal
CEN18FA107;2018-02-22 20:39:00+00:00;Rossville;Indiana;Fatal;3,0;0,0;0,0;3,0;0,0;40,464721;-86,612777;CESSNA;441;AIR;TP;Destroyed;IMC;PONDEROSA AVIATION LLC;Enroute;2018;2;1;2018-02;3,0;Business
WPR18FA095;2018-02-22 11:56:00+00:00;Monticello;Utah;Fatal;4,0;0,0;0,0;4,0;0,0;37,781665;-109,173332;PIPER;PA32R;AIR;REC;Destroyed;Unknown;;Enroute;2018;2;1;2018-02;4,0;Personal
GAA18CA198;2018-02-21 22:20:00+00:00;Brunswick;Georgia;None;0,0;0,0;0,0;0,0;0,0;31,155555;-81,390556;CESSNA, DIAMOND AIRCRAFT IND;172, DA 42;AIR, AIR;REC, REC;Substantial, Substantial;VMC;EMBRY RIDDLE AERONAUTICAL UNIVERSITY INC, FALCON AVIATION ACADEMY LLC;Taxi;2018;2;1;2018-02;0,0;Instructional
ERA18FA084;2018-02-21 17:15:00+00:00;Bonifay;Florida;Fatal;1,0;0,0;0,0;1,0;0,0;30,0;-85,0;PIPER;PA28;AIR;REC;Destroyed;VMC;;Approach;2018;2;1;2018-02;1,0;Personal
WPR18LA094;2018-02-21 11:15:00+00:00;Elko;Nevada;Serious;0,0;1,0;0,0;1,0;0,0;40,823333;-115,788612;SOKO;GALEB G 2;AIR;TJ;Substantial;VMC;;Approach;2018;2;1;2018-02;1,0;Personal
WPR18FA093;2018-02-21 07:31:00+00:00;San Diego;California;Fatal;1,0;0,0;0,0;1,0;0,0;32,818889;-117,123054;CIRRUS DESIGN;SR22T;AIR;REC;Substantial;VMC;;Approach;2018;2;1;2018-02;1,0;Personal
GAA18CA174;2018-02-20 16:06:00+00:00;Jacksonville;Florida;None;0,0;0,0;0,0;0,0;0,0;30,336389;-81,514442;CESSNA;P210;AIR;REC;Substantial;VMC;COLEMAN INDUSTRIAL AVIATION AND EQUIP LE;Landing;2018;2;1;2018-02;0,0;Personal
WPR18FA091;2018-02-19 12:25:00+00:00;Minden;Nevada;Fatal;1,0;0,0;0,0;1,0;0,0;39,04972;-119,794166;PIPER;PA34;AIR;REC;Destroyed;VMC;;Enroute;2018;2;1;2018-02;1,0;Personal
CEN18FA101;2018-02-18 16:05:00+00:00;Evanston;Wyoming;Fatal;2,0;0,0;0,0;2,0;0,0;41,288055;-110,981941;SOCATA;TBM 700;AIR;TP;Destroyed;IMC;;Approach;2018;2;1;2018-02;2,0;Personal
GAA18CA144;2018-02-18 11:30:00+00:00;Ashland;Ohio;None;0,0;0,0;0,0;0,0;0,0;40,903057;-82,255554;PIPER;PA 22;AIR;REC;Substantial;VMC;;Landing;2018;2;1;2018-02;0,0;Personal
GAA18CA138;2018-02-18 10:15:00+00:00;New Iberia;Louisiana;None;0,0;0,0;0,0;0,0;0,0;30,037221;-91,881668;SIKORSKY;S76;HELI;TS;Substantial;IMC;Bristow US LLC;Taxi;2018;2;1;2018-02;0,0;Commercial Non-Scheduled
CEN18LA117;2018-02-17 16:00:00+00:00;Los Lunas;New Mexico;None;0,0;0,0;0,0;0,0;0,0;34,761112;-106,745002;BLACK DONALD;COZY III;AIR;REC;Substantial;VMC;;Approach;2018;2;1;2018-02;0,0;Personal
GAA18CA139;2018-02-17 15:30:00+00:00;Mount Sterling;Kentucky;None;0,0;0,0;0,0;0,0;0,0;38,058612;-83,980003;CESSNA;402;AIR;REC;Substantial;IMC;;Landing;2018;2;1;2018-02;0,0;Personal
GAA18CA136;2018-02-17 13:30:00+00:00;Big Lake;Alaska;None;0,0;0,0;0,0;0,0;0,0;61,580001;-150,410003;CESSNA;180;AIR;REC;Substantial;VMC;;Taxi;2018;2;1;2018-02;0,0;Personal
GAA18CA135;2018-02-16 22:20:00+00:00;Broomfield;Colorado;None;0,0;0,0;0,0;0,0;0,0;39,908889;-105,117225;CESSNA;172;AIR;REC;Substantial;VMC;BELL ORNITHOPTERS FLYING CLUB INC;Landing;2018;2;1;2018-02;0,0;Personal
GAA18CA148;2018-02-16 19:35:00+00:00;Locust Grove;Georgia;None;0,0;0,0;0,0;0,0;0,0;33,364723;-84,167778;HARRIS PIERCE;VELOCITY XL RG;AIR;REC;Substantial;VMC;;Landing;2018;2;1;2018-02;0,0;Personal
CEN18LA102;2018-02-16 14:20:00+00:00;Longmont;Colorado;Serious;0,0;2,0;0,0;2,0;0,0;40,164443;-105,163612;SCHEINEMAN-VAN BUREN;T 18;AIR;REC;Substantial;VMC;;Landing;2018;2;1;2018-02;2,0;Instructional
GAA18LA131;2018-02-14 14:30:00+00:00;Charleston;South Carolina;None;0,0;0,0;0,0;0,0;0,0;32,49139;-79,544441;ROBINSON;R22;HELI;REC;Substantial;VMC;Holy City Helicopters;Maneuvering;2018;2;1;2018-02;0,0;Instructional
GAA18CA130;2018-02-13 15:40:00+00:00;Phoenix;Arizona;None;0,0;0,0;0,0;0,0;0,0;33,688331;-112,082496;PIPER;PA 16;AIR;REC;Substantial;VMC;;Landing;2018;2;1;2018-02;0,0;Personal
CEN18LA106;2018-02-13 15:15:00+00:00;Stockbridge;Michigan;Minor;0,0;0,0;2,0;2,0;0,0;42,45;-84,263053;SCHWEIZER;269D;HELI;TS;Substantial;VMC;C. Aaron LLC;Maneuvering;2018;2;1;2018-02;2,0;Personal
GAA18CA129;2018-02-13 11:30:00+00:00;Wadsworth;Texas;Minor;0,0;0,0;1,0;1,0;0,0;28,781665;-95,930274;ROBINSON;R22;HELI;REC;Substantial;VMC;;Takeoff;2018;2;1;2018-02;1,0;Aerial Work
ANC18FA024;2018-02-12 20:13:00+00:00;Chuckanut;Washington;Fatal;1,0;0,0;0,0;1,0;0,0;48,654998;-122,465278;MOONEY AIRCRAFT;M20;AIR;REC;Destroyed;VMC;;Approach;2018;2;1;2018-02;1,0;Personal
GAA18CA127;2018-02-12 16:53:00+00:00;Heber City;Utah;None;0,0;0,0;0,0;0,0;0,0;40,330001;-111,043609;HUGHES;369;HELI;TS;Substantial;VMC;HELIWILD INVESTMENTS LLC;Maneuvering;2018;2;1;2018-02;0,0;Aerial Work
GAA18CA137;2018-02-12 16:45:00+00:00;Montague;California;None;0,0;0,0;0,0;0,0;0,0;41,781387;-122,468055;BEECH;C90;AIR;TP;Substantial;VMC;MERCY FLIGHTS INC;Landing;2018;2;1;2018-02;0,0;Instructional
GAA18CA126;2018-02-11 15:30:00+00:00;Nenana;Alaska;None;0,0;0,0;0,0;0,0;0,0;64,36444;-150,537216;CESSNA;180;AIR;REC;Substantial;VMC;Mallen Air LLC;Landing;2018;2;1;2018-02;0,0;Commercial Non-Scheduled
GAA18CA235;2018-02-11 15:00:00+00:00;Statesville;North Carolina;None;0,0;0,0;0,0;0,0;0,0;35,764999;-80,954444;CESSNA;150;AIR;REC;Substantial;VMC;;Landing;2018;2;1;2018-02;0,0;Instructional
WPR18LA089;2018-02-11 13:58:00+00:00;Santa Monica;California;None;0,0;0,0;0,0;0,0;0,0;34,0125;-118,453887;SHANKS V ROGER;VARI EZE;AIR;REC;Substantial;VMC;;Landing;2018;2;1;2018-02;0,0;Personal
GAA18CA123;2018-02-11 13:40:00+00:00;Carson City;Nevada;None;0,0;0,0;0,0;0,0;0,0;39,192222;-119,731666;OLIVER LAWRENCE R;KITFOX IV 1200;AIR;REC;Substantial;VMC;;Approach;2018;2;1;2018-02;0,0;Instructional
WPR18FA088;2018-02-11 11:59:00+00:00;AGUA DULCE;California;Fatal;4,0;0,0;0,0;4,0;0,0;34,463333;-118,303611;HASTINGS THOMAS G;CIRRUS VK 30;AIR;REC;Substantial;VMC;;Enroute;2018;2;1;2018-02;4,0;Personal
WPR18MA087;2018-02-10 18:19:00+00:00;Peach Springs;Arizona;Fatal;5,0;2,0;0,0;7,0;0,0;35,967224;-113,76889;EUROCOPTER;EC130;HELI;TS;Destroyed;VMC;Papillon Airways, Inc.;Approach;2018;2;1;2018-02;7,0;Commercial Non-Scheduled
GAA18CA132;2018-02-10 10:30:00+00:00;Carson City;Nevada;None;0,0;0,0;0,0;0,0;0,0;39,191112;-119,72583;CUBCRAFTERS;CC11-160;AIR;REC;Substantial;VMC;;Landing;2018;2;1;2018-02;0,0;Personal
GAA18CA125;2018-02-09 11:00:00+00:00;Carson City;Nevada;Serious;0,0;1,0;1,0;2,0;0,0;39,192222;-119,732498;BAKER VICTOR R;KITFOX;AIR;REC;Substantial;VMC;;Takeoff;2018;2;1;2018-02;2,0;Instructional
GAA18CA128;2018-02-09 09:15:00+00:00;Keller;Texas;None;0,0;0,0;0,0;0,0;0,0;32,966667;-97,275276;CESSNA;140;AIR;REC;Substantial;VMC;;Takeoff;2018;2;1;2018-02;0,0;Personal
GAA18CA182;2018-02-08 16:00:00+00:00;Valkaria;Florida;None;0,0;0,0;0,0;0,0;0,0;27,961389;-80,559722;HEINLEIN GEORGE;GH125;AIR;REC;Substantial;VMC;;Landing;2018;2;1;2018-02;0,0;Personal
CEN18LA099;2018-02-08 15:15:00+00:00;Batesville;Arkansas;None;0,0;0,0;0,0;0,0;0,0;35,726112;-91,647499;BEECH;35;AIR;REC;Substantial;VMC;;Enroute;2018;2;1;2018-02;0,0;Business
CEN18LA095;2018-02-08 12:52:00+00:00;Troy;Missouri;Serious;0,0;1,0;0,0;1,0;0,0;38,912223;-91,033332;HENDERSON;THORP T 18;AIR;REC;Substantial;VMC;;Approach;2018;2;1;2018-02;1,0;Personal
CEN18LA092;2018-02-08 12:30:00+00:00;Centralia;Illinois;Serious;0,0;1,0;0,0;1,0;0,0;38,515834;-89,091667;CESSNA;172M;AIR;REC;Substantial;VMC;AIRGO INC;Takeoff;2018;2;1;2018-02;1,0;Instructional
CEN18LA097;2018-02-07 19:00:00+00:00;Fargo;North Dakota;None;0,0;0,0;0,0;0,0;0,0;46,920555;-96,815834;PIPER;PA 24-260;AIR;REC;Substantial;VMC;;Enroute;2018;2;1;2018-02;0,0;Personal
WPR18CA085;2018-02-06 23:00:00+00:00;Newport;Oregon;None;0,0;0,0;0,0;0,0;0,0;44,580276;-124,057777;MOONEY;M20J;AIR;REC;Substantial;IMC;;Landing;2018;2;1;2018-02;0,0;Personal
CEN18LA093;2018-02-06 18:15:00+00:00;Patterson;Louisiana;Serious;0,0;1,0;0,0;1,0;0,0;29,502222;-91,260559;PIPER;PA 34-220T;AIR;REC;Substantial;VMC;Air Reldan Inc.;Enroute;2018;2;1;2018-02;1,0;Aerial Work
WPR18FA084;2018-02-06 07:54:00+00:00;Santee;California;Fatal;2,0;0,0;0,0;2,0;0,0;32,816665;-116,983329;CESSNA;182T;AIR;REC;Substantial;IMC;;Maneuvering;2018;2;1;2018-02;2,0;Personal
GAA18CA118;2018-02-05 16:45:00+00:00;Kerrville;Texas;None;0,0;0,0;0,0;0,0;0,0;29,976943;-99,089164;SOMERTON DAVID J;JA30 SUPERSTOL;AIR;REC;Substantial;VMC;;Landing;2018;2;1;2018-02;0,0;Personal
ERA18LA083;2018-02-05 12:25:00+00:00;Carrabelle;Florida;Fatal;1,0;0,0;0,0;1,0;0,0;29,841943;-84,70111;GREGORY NEWMAN;SONEX TRAINER;AIR;REC;Substantial;VMC;;Initial Climb;2018;2;1;2018-02;1,0;Personal
GAA18CA119;2018-02-05 12:00:00+00:00;Juneau;Alaska;None;0,0;0,0;0,0;0,0;0,0;58,373332;-134,051116;CESSNA;172;AIR;REC;Substantial;VMC;;Landing;2018;2;1;2018-02;0,0;Personal
GAA18CA121;2018-02-05 11:45:00+00:00;Metter;Georgia;None;0,0;0,0;0,0;0,0;0,0;32,373889;-82,079719;PIPER;PA28;AIR;REC;Substantial;VMC;;Landing;2018;2;1;2018-02;0,0;Instructional
CEN18LA094;2018-02-04 20:24:00+00:00;Cleveland;Ohio;None;0,0;0,0;0,0;0,0;0,0;41,518333;-81,681663;RAYTHEON AIRCRAFT;400A;AIR;TF;Substantial;IMC;Travel Management, Inc;Landing;2018;2;1;2018-02;0,0;Commercial Non-Scheduled
GAA18CA134;2018-02-04 17:55:00+00:00;Great Barrington;Massachusetts;None;0,0;0,0;0,0;0,0;0,0;42,184444;-73,406669;CESSNA;T303;AIR;REC;Substantial;VMC;PEGASUS AVIATION INC;Taxi;2018;2;1;2018-02;0,0;Personal
GAA18CA124;2018-02-03 19:30:00+00:00;El Dorado;Kansas;None;0,0;0,0;0,0;0,0;0,0;37,869998;-96,690002;CESSNA;150;AIR;REC;Substantial;VMC;;Enroute;2018;2;1;2018-02;0,0;Personal
WPR18LA082;2018-02-02 12:15:00+00:00;North Las Vegas;Nevada;None;0,0;0,0;0,0;0,0;0,0;36,210556;-115,19444;BEECH;95;AIR;REC;Substantial;VMC;SHEBLE JOSEPH F II;Approach;2018;2;1;2018-02;0,0;Instructional
GAA18CA120;2018-02-02 12:15:00+00:00;Santa Paula;California;None;0,0;0,0;0,0;0,0;0,0;34,345554;-119,063056;AMERICAN CHAMPION;7GCBC;AIR;REC;Substantial;VMC;;Landing;2018;2;1;2018-02;0,0;Personal
GAA18CA117;2018-02-01 10:45:00+00:00;Wrightwood;California;None;0,0;0,0;0,0;0,0;0,0;34,208889;-117,40361;HUGHES HELICOPTERS;369;HELI;TS;Substantial;VMC;Western Helicopters, Inc.;Landing;2018;2;1;2018-02;0,0;Commercial Non-Scheduled
WPR18FA077;2018-01-30 14:50:00+00:00;Newport Beach;California;Fatal;3,0;1,0;1,0;4,0;1,0;33,654167;-117,871391;ROBINSON;R44;HELI;REC;Destroyed;VMC;;Enroute;2018;1;1;2018-01;6,0;Personal
ANC18FA022;2018-01-30 14:45:00+00:00;Helenwood;Tennessee;Fatal;1,0;1,0;0,0;2,0;0,0;36,4025;-84,515274;BEECH;35 A33;AIR;REC;Substantial;VMC;;Enroute;2018;1;1;2018-01;2,0;Personal
ERA18LA075;2018-01-29 18:25:00+00:00;Zebulon;Georgia;None;0,0;0,0;0,0;0,0;0,0;33,134445;-84,321113;BELL;OH 58C;HELI;TS;Substantial;VMC;SPALDING COUNTY SHERIFFS OFFICE;Emergency Descent;2018;1;1;2018-01;0,0;Instructional
ERA18LA072;2018-01-29 17:50:00+00:00;Farmington;Pennsylvania;Minor;0,0;0,0;1,0;1,0;0,0;39,791942;-79,478614;CESSNA;P210N;AIR;REC;Substantial;IMC;ROMAG AIR SERVICES INC;Enroute;2018;1;1;2018-01;1,0;Business
GAA18CA114;2018-01-29 12:00:00+00:00;Van Nuys;California;None;0,0;0,0;0,0;0,0;0,0;34,20972;-118,489997;WAYNE MILLER;SPORT COPTER II;GYRO;REC;Substantial;VMC;;Takeoff;2018;1;1;2018-01;0,0;Personal
WPR18FA075;2018-01-29 10:45:00+00:00;Concord;California;Fatal;1,0;0,0;0,0;1,0;0,0;38,00111;-121,988891;CESSNA;152;AIR;REC;Substantial;VMC;;Enroute;2018;1;1;2018-01;1,0;Personal
ERA18LA074;2018-01-29 10:28:00+00:00;Babylon;New York;None;0,0;0,0;0,0;0,0;0,0;40,621387;-73,27333;CESSNA;172;AIR;REC;Substantial;VMC;30 Aviation Inc.;Enroute;2018;1;1;2018-01;0,0;Instructional
ERA18TA076;2018-01-28 16:30:00+00:00;Harrisville;New York;None;0,0;0,0;0,0;0,0;0,0;44,297779;-75,246948;VERTICAL AVIATION TECHNOLOGIES;260L HUMMINGBIRD;HELI;REC;Substantial;VMC;;Enroute;2018;1;1;2018-01;0,0;Personal
ERA18IA078;2018-01-28 15:00:00+00:00;Memphis;Tennessee;None;0,0;0,0;0,0;0,0;0,0;35,136943;-90,025001;AIRBUS HELICOPTERS;EC 130;HELI;TS;Minor;VMC;AIR EVAC EMS INC;After Landing;2018;1;1;2018-01;0,0;Commercial Non-Scheduled
GAA18CA113;2018-01-28 14:50:00+00:00;Homstead;Florida;None;0,0;0,0;0,0;0,0;0,0;25,47611;-80,373886;ROBINSON;R22;HELI;REC;Substantial;VMC;;Maneuvering;2018;1;1;2018-01;0,0;Aerial Work
ERA18LA071;2018-01-27 17:15:00+00:00;Meriden;Connecticut;Serious;0,0;2,0;0,0;2,0;0,0;41,52;-72,819999;PIPER;PA28;AIR;REC;Substantial;VMC;;Approach;2018;1;1;2018-01;2,0;Personal
WPR18FA074;2018-01-27 16:34:00+00:00;Pomeroy;Washington;Fatal;1,0;2,0;0,0;3,0;0,0;46,604999;-117,669723;HUGHES;369D;HELI;TS;Substantial;VMC;Kiwi Air;Maneuvering;2018;1;1;2018-01;3,0;Aerial Work
ERA18LA073;2018-01-27 12:40:00+00:00;Lapine;Alabama;None;0,0;0,0;0,0;0,0;0,0;31,0;-86,0;AERO COMMANDER;680 F;AIR;REC;Substantial;VMC;;Takeoff;2018;1;1;2018-01;0,0;Personal
CEN18FA088;2018-01-27 02:20:00+00:00;Williamsport;Indiana;Fatal;1,0;0,0;0,0;1,0;0,0;40,230556;-87,411109;CESSNA;172F;AIR;REC;Destroyed;VMC;;Maneuvering;2018;1;1;2018-01;1,0;Aerial Work
CEN18LA087;2018-01-26 12:40:00+00:00;Loveland;Colorado;Minor;0,0;0,0;1,0;1,0;0,0;40,439998;-105,007225;ROBINSON HELICOPTER COMPANY, BEECH;R44 II, A36;HELI, AIR;REC, REC;Substantial, Minor;VMC;LANDSGAARD EQUIPMENT LEASING LLC;Approach;2018;1;1;2018-01;1,0;Personal
GAA18CA112;2018-01-26 11:00:00+00:00;Silver City;New Mexico;None;0,0;0,0;0,0;0,0;0,0;32,755554;-108,209724;CESSNA;172;AIR;REC;Substantial;VMC;;Landing;2018;1;1;2018-01;0,0;Personal
ANC18LA021;2018-01-25 15:47:00+00:00;Indiantown;Florida;Serious;0,0;1,0;0,0;1,0;0,0;27,031358;-80,433303;FOXFLY;FOXDOMINATOR;GYRO;REC;Substantial;VMC;;Takeoff;2018;1;1;2018-01;1,0;Personal
ERA18LA070;2018-01-25 15:25:00+00:00;Marathon;Florida;Serious;0,0;4,0;0,0;4,0;0,0;24,956943;-81,050552;PIPER;PA32R;AIR;REC;Substantial;VMC;;Takeoff;2018;1;1;2018-01;4,0;Personal
GAA18CA111;2018-01-24 19:50:00+00:00;Boerne;Texas;Minor;0,0;0,0;1,0;1,0;0,0;29,723333;-98,694442;MAULE;M 6;AIR;REC;Substantial;VMC;ALAS VIEJAS LLC;Taxi;2018;1;1;2018-01;1,0;Personal
ERA18LA068;2018-01-24 17:56:00+00:00;Fort Lauderdale;Florida;None;0,0;0,0;0,0;0,0;0,0;26,120555;-80,139999;SCHWEIZER;269C;HELI;REC;Substantial;VMC;Pelican Flight Training LLC.;Initial Climb;2018;1;1;2018-01;0,0;Instructional
CEN18LA085;2018-01-24 15:18:00+00:00;Omaha;Nebraska;None;0,0;0,0;0,0;0,0;0,0;41,196109;-96,11222;QUARTZ MOUNTAIN AEROSPACE;L-11E;AIR;REC;Substantial;VMC;Oracle Aviation, LLC;Approach;2018;1;1;2018-01;0,0;Instructional
ANC18LA025;2018-01-24 13:20:00+00:00;Kodiak;Alaska;None;0,0;0,0;0,0;0,0;0,0;58,117778;-152,553054;DEHAVILLAND;BEAVER DHC 2;AIR;;Substantial;VMC;ANDREW AIRWAYS INC;Landing;2018;1;1;2018-01;0,0;Commercial Non-Scheduled
GAA18CA143;2018-01-24 12:00:00+00:00;McKinney;Texas;None;0,0;0,0;0,0;0,0;0,0;33,180278;-96,588607;CESSNA;172;AIR;REC;Substantial;VMC;Menagerie Enterprises, Inc.;Landing;2018;1;1;2018-01;0,0;Instructional
CEN18FA083;2018-01-23 16:30:00+00:00;Sauk Centre;Minnesota;Fatal;1,0;0,0;0,0;1,0;0,0;45,659721;-94,930274;SKWIRA MATTHEW J;W-10 TAILWIND;AIR;REC;Substantial;VMC;;Unknown;2018;1;1;2018-01;1,0;Personal
ERA18FA064;2018-01-22 13:14:00+00:00;Bonita Springs;Florida;Fatal;1,0;0,0;0,0;1,0;0,0;26,338611;-81,663612;VANS AIRCRAFT;RV-12;AIR;REC;Destroyed;VMC;;Maneuvering;2018;1;1;2018-01;1,0;Personal
GAA18CA110;2018-01-22 12:15:00+00:00;Cahokia;Illinois;Minor;0,0;0,0;2,0;2,0;0,0;38,571388;-90,154441;HELICOPTERES GUIMBAL;CABRI G2;HELI;REC;Substantial;VMC;D H HELICOPTER INC;Maneuvering;2018;1;1;2018-01;2,0;Instructional
