NtsbNo;EventDate;City;State;HighestInjuryLevel;FatalInjuryCount;SeriousInjuryCount;MinorInjuryCount;OnboardInjuryCount;OnGroundInjuryCount;Latitude;Longitude;Make;Model;AirCraftCategory;EngineType;AirCraftDamage;WeatherCondition;Operator;BroadPhaseofFlight;Year;Month;Quarter;YearMonth;TotalInjuries;OperationSegment
GAA18CA207;2018-04-10 14:00:00+00:00;San Diego;California;None;0,0;0,0;0,0;0,0;0,0;32,572498;-116,980552;PIPER;PA34;AIR;REC;Substantial;VMC;;Landing;2018;4;2;2018-04;0,0;Instructional
GAA18CA206;2018-04-10 13:00:00+00:00;Edgewood;New Mexico;None;0,0;0,0;0,0;0,0;0,0;35,094722;-106,164443;BICE DAVID E;BEARHAWK;AIR;REC;Substantial;VMC;LANE AVIATION LLC.;Landing;2018;4;2;2018-04;0,0;Personal
WPR18FA119;2018-04-09 20:48:00+00:00;Scottsdale;Arizona;Fatal;6,0;0,0;0,0;6,0;0,0;33,635555;-111,897781;PIPER;PA 24-260;AIR;REC;Destroyed;VMC;;Initial Climb;2018;4;2;2018-04;6,0;Personal
GAA18CA209;2018-04-09 16:45:00+00:00;South Lake Tahoe;California;None;0,0;0,0;0,0;0,0;0,0;38,89389;-119,995277;CESSNA ECTOR;305A;AIR;REC;Substantial;VMC;;Landing;2018;4;2;2018-04;0,0;Instructional
GAA18CA214;2018-04-08 19:30:00+00:00;Big Lake;Alaska;None;0,0;0,0;0,0;0,0;0,0;61,568889;-149,851104;CESSNA;170;AIR;REC;Destroyed;VMC;;Approach;2018;4;2;2018-04;0,0;Instructional
ERA18FA122;2018-04-08 17:11:00+00:00;Smethport;Pennsylvania;Fatal;2,0;1,0;0,0;3,0;0,0;41,828334;-78,419441;MD HELICOPTER;600;HELI;TS;Destroyed;VMC;High Line Helicopters, LLC;Maneuvering;2018;4;2;2018-04;3,0;Aerial Work
ERA18LA124;2018-04-08 16:53:00+00:00;Lowville;New York;None;0,0;0,0;0,0;0,0;0,0;43,821388;-75,571388;CIRRUS;SR22;AIR;REC;Substantial;IMC;;Enroute;2018;4;2;2018-04;0,0;Personal
GAA18CA208;2018-04-08 10:17:00+00:00;Tucson;Arizona;None;0,0;0,0;0,0;0,0;0,0;32,139167;-111,173332;PIPER AIRCRAFT;PA 28;AIR;REC;Substantial;VMC;CAE OXFORD AVIATION ACADEMY PHOENIX INC;Taxi;2018;4;2;2018-04;0,0;Instructional
ANC18FA028;2018-04-06 17:10:00+00:00;Petaluma;California;Fatal;1,0;0,0;0,0;1,0;0,0;38,26889;-122,576385;MOONEY;M20J;AIR;REC;Destroyed;IMC;;Initial Climb;2018;4;2;2018-04;1,0;Personal
GAA18CA212;2018-04-06 13:21:00+00:00;Welaka;Florida;None;0,0;0,0;0,0;0,0;0,0;29,414443;-81,652778;SASSER ALLEN L;SEAREY;AIR;REC;Substantial;VMC;;Landing;2018;4;2;2018-04;0,0;Personal
GAA18CA203;2018-04-06 12:30:00+00:00;Caldwell;Idaho;None;0,0;0,0;0,0;0,0;0,0;43,641944;-116,635833;CARR B L;RV 4;AIR;REC;Substantial;VMC;;Landing;2018;4;2;2018-04;0,0;Personal
CEN18LA137;2018-04-05 16:00:00+00:00;Maxwell;Iowa;Serious;0,0;1,0;0,0;1,0;0,0;41,8402;-92,6146;QUICKSILVER;GT 400;AIR;REC;Substantial;VMC;;Takeoff;2018;4;2;2018-04;1,0;Commercial Non-Scheduled
GAA18CA205;2018-04-05 14:45:00+00:00;Vernon;Texas;None;0,0;0,0;0,0;0,0;0,0;34,225276;-99,283058;LUSCOMBE;8;AIR;REC;Substantial;VMC;;Landing;2018;4;2;2018-04;0,0;Personal
GAA18CA201;2018-04-05 12:00:00+00:00;Livermore;California;Minor;0,0;0,0;2,0;2,0;0,0;37,691944;-121,819442;CESSNA;172;AIR;REC;Substantial;VMC;;Landing;2018;4;2;2018-04;2,0;Instructional
WPR18LA118;2018-04-04 12:29:00+00:00;Bozeman;Montana;None;0,0;0,0;0,0;0,0;0,0;45,77861;-111,156112;DIAMOND AIRCRAFT IND INC, PIPER;DA 42 NG, PA 12;AIR, AIR;REC, REC;Substantial, Substantial;VMC;SUMMIT AVIATION INC;Taxi;2018;4;2;2018-04;0,0;Instructional
ERA18FA120;2018-04-04 09:53:00+00:00;Daytona Beach;Florida;Fatal;2,0;0,0;0,0;2,0;0,0;29,158611;-81,084999;PIPER;PA28R;AIR;REC;Destroyed;VMC;Embry-Riddle Aeronautical University;Initial Climb;2018;4;2;2018-04;2,0;Instructional
CEN18FA132;2018-04-02 15:09:00+00:00;Marion;Indiana;Fatal;2,0;0,0;0,0;2,0;0,0;40,490833;-85,679725;CESSNA, CESSNA;150, 525C;AIR, AIR;REC, TJ;Destroyed, Substantial;VMC;;Takeoff;2018;4;2;2018-04;2,0;Personal
CEN18FA266;2018-04-02 04:00:00+00:00;Alma;Colorado;Fatal;1,0;0,0;0,0;1,0;0,0;39,459999;-105,66333;CESSNA;210;AIR;REC;Substantial;VMC;;Enroute;2018;4;2;2018-04;1,0;Personal
GAA18CA193;2018-04-01 13:53:00+00:00;Phoenix;Arizona;None;0,0;0,0;0,0;0,0;0,0;33,688888;-112,081947;PIPER;PA28;AIR;REC;Substantial;VMC;AeroGuard Flight Training Center;Approach;2018;4;2;2018-04;0,0;Instructional
GAA18CA196;2018-04-01 12:00:00+00:00;Seldovia;Alaska;None;0,0;0,0;0,0;0,0;0,0;59,442222;-151,703887;CUB CRAFTERS;CC19;AIR;REC;Substantial;VMC;AK AC LLC;Landing;2018;4;2;2018-04;0,0;Instructional
WPR18FA116;2018-03-31 14:08:00+00:00;Santa Paula;California;Fatal;2,0;0,0;0,0;2,0;0,0;34,345275;-119,0475;RAGLE;RV6A;AIR;REC;Destroyed;VMC;;Approach;2018;3;1;2018-03;2,0;Personal
GAA18CA192;2018-03-31 11:27:00+00:00;Prescott;Arizona;None;0,0;0,0;0,0;0,0;0,0;34,650001;-112,427497;CUB CRAFTERS;CC18-180;AIR;REC;Substantial;VMC;;Landing;2018;3;1;2018-03;0,0;Instructional
ERA18LA119;2018-03-31 11:17:00+00:00;Atlantic Ocean;Atlantic Ocean;Fatal;2,0;0,0;0,0;2,0;0,0;37,634529;-72,861137;AMES ANGIER M;LNC2;AIR;REC;Substantial;VMC;;Enroute;2018;3;1;2018-03;2,0;Personal
CEN18LA131;2018-03-31 08:15:00+00:00;Grove;Oklahoma;Minor;0,0;0,0;1,0;1,0;0,0;36,608055;-94,728057;CESSNA;180;AIR;REC;Substantial;VMC;;Enroute;2018;3;1;2018-03;1,0;Personal
GAA18CA189;2018-03-30 15:46:00+00:00;Gila Bend;Arizona;None;0,0;0,0;0,0;0,0;0,0;32,958889;-112,679443;DIAMOND AIRCRAFT IND;DA 40;AIR;REC;Substantial;VMC;CAE Oxford Aviation Academy Phoenix Inc;Taxi;2018;3;1;2018-03;0,0;Instructional
GAA18CA190;2018-03-30 15:30:00+00:00;Salina;California;None;0,0;0,0;0,0;0,0;0,0;36,663055;-121,60778;CESSNA;180;AIR;REC;Substantial;VMC;;Landing;2018;3;1;2018-03;0,0;Personal
GAA18CA188;2018-03-30 13:05:00+00:00;Nampa;Idaho;None;0,0;0,0;0,0;0,0;0,0;43,583332;-116,52333;PIPER;J3C;AIR;REC;Substantial;VMC;;Landing;2018;3;1;2018-03;0,0;Personal
GAA18CA202;2018-03-30 12:50:00+00:00;Nephi;Utah;None;0,0;0,0;0,0;0,0;0,0;39,735279;-111,870002;CESSNA;182;AIR;REC;Substantial;VMC;;Landing;2018;3;1;2018-03;0,0;Personal
GAA18CA191;2018-03-30 10:45:00+00:00;Dorris;California;None;0,0;0,0;0,0;0,0;0,0;41,890277;-121,975555;PIPER;PA18;AIR;REC;Substantial;VMC;;Takeoff;2018;3;1;2018-03;0,0;Personal
GAA18CA187;2018-03-29 13:20:00+00:00;King Salmon;Alaska;None;0,0;0,0;0,0;0,0;0,0;58,679721;-156,656112;BEECH;99;AIR;TP;Substantial;IMC;LAKE CLARK AIR INC;Landing;2018;3;1;2018-03;0,0;Commercial Non-Scheduled
GAA18CA199;2018-03-29 09:35:00+00:00;New Bedford;Massachusetts;None;0,0;0,0;0,0;0,0;0,0;41,676944;-70,95861;CESSNA;172;AIR;REC;Substantial;VMC;BRIDGEWATER STATE UNIVERSITY;Landing;2018;3;1;2018-03;0,0;Instructional
GAA18CA186;2018-03-29 09:30:00+00:00;Silver Bay;Minnesota;None;0,0;0,0;0,0;0,0;0,0;47,249168;-91,415557;TERRY G. OLSON;Kitfox S7 Super Spor;AIR;REC;Substantial;VMC;;Landing;2018;3;1;2018-03;0,0;Personal
ERA18FA118;2018-03-28 12:23:00+00:00;Ashville;Alabama;Fatal;1,0;0,0;0,0;1,0;0,0;33,895557;-86,161392;CESSNA;R182;AIR;REC;Destroyed;VMC;;Enroute;2018;3;1;2018-03;1,0;Personal
GAA18CA185;2018-03-28 08:30:00+00:00;Cave Creek;Arizona;None;0,0;0,0;0,0;0,0;0,0;33,798053;-112,006385;ULTRAMAGIC SA;N 300;BALL;NONE;Destroyed;VMC;;Taxi;2018;3;1;2018-03;0,0;Business
ERA18LA117;2018-03-28 08:30:00+00:00;Sebring;Florida;None;0,0;0,0;0,0;0,0;0,0;27,462499;-81,344718;STANLEY;Lancair;AIR;REC;Substantial;VMC;;Taxi;2018;3;1;2018-03;0,0;Personal
WPR18LA113;2018-03-27 14:05:00+00:00;Stockton;California;Fatal;1,0;0,0;0,0;1,0;0,0;37,847778;-121,516113;SCHWEIZER AIRCRAFT;G 164B;AIR;TP;Substantial;VMC;;Maneuvering;2018;3;1;2018-03;1,0;Aerial Work
GAA18CA183;2018-03-27 14:00:00+00:00;Fullerton;California;None;0,0;0,0;0,0;0,0;0,0;33,871944;-117,979721;GLOBE;GC 1B;AIR;REC;Substantial;VMC;;Takeoff;2018;3;1;2018-03;0,0;Personal
WPR18FA112;2018-03-26 10:53:00+00:00;Marina;California;Fatal;1,0;0,0;0,0;1,0;0,0;36,675556;-121,756942;MOONEY;M20E;AIR;REC;Destroyed;VMC;;Initial Climb;2018;3;1;2018-03;1,0;Personal
GAA18CA180;2018-03-26 10:30:00+00:00;Tucson;Arizona;Minor;0,0;0,0;1,0;1,0;0,0;32,142223;-111,174446;ANDERSON DARRELL L;STARDUSTER TOO;AIR;REC;Substantial;VMC;;Landing;2018;3;1;2018-03;1,0;Personal
GAA18CA179;2018-03-26 10:15:00+00:00;Haverhill;New Hampshire;None;0,0;0,0;0,0;0,0;0,0;44,080001;-72,007774;LYNN PERRY;CAVALON;GYRO;REC;Substantial;VMC;;Takeoff;2018;3;1;2018-03;0,0;Personal
ERA18FA114;2018-03-25 21:37:00+00:00;Hydro;Oklahoma;Fatal;2,0;0,0;0,0;2,0;0,0;35,454444;-98,562774;BEECH;V35;AIR;REC;Destroyed;IMC;;Enroute;2018;3;1;2018-03;2,0;Personal
ANC18LA030;2018-03-25 17:30:00+00:00;Anchorage;Alaska;None;0,0;0,0;0,0;0,0;0,0;61,215831;-149,841949;CHAMPION;7GC;AIR;REC;Substantial;VMC;;Landing;2018;3;1;2018-03;0,0;Personal
CEN18LA127;2018-03-25 16:45:00+00:00;Fulton;Texas;Minor;0,0;0,0;1,0;1,0;0,0;28,154167;-96,97583;MX AIRCRAFT;MXS;AIR;REC;Substantial;VMC;;Enroute;2018;3;1;2018-03;1,0;Personal
ERA18LA116;2018-03-24 08:45:00+00:00;Wesley Chapel;Florida;Minor;0,0;0,0;3,0;3,0;0,0;28,178611;-82,350555;LINDSTRAND BALLOONS;105A;BALL;;Substantial;VMC;;Landing;2018;3;1;2018-03;3,0;Aerial Work
GAA18CA178;2018-03-23 18:30:00+00:00;Hartselle;Alabama;None;0,0;0,0;0,0;0,0;0,0;34,407222;-86,933052;FLIGHTWORKS;CAPELLA XS FW2C80TD;AIR;REC;Substantial;VMC;;Landing;2018;3;1;2018-03;0,0;Personal
ERA18LA115;2018-03-23 18:00:00+00:00;Canton;Mississippi;None;0,0;0,0;0,0;0,0;0,0;32,622501;-90,103057;CESSNA;180K;AIR;REC;Substantial;VMC;;Landing;2018;3;1;2018-03;0,0;Personal
ERA18LA113;2018-03-23 16:10:00+00:00;Columbia;Tennessee;None;0,0;0,0;0,0;0,0;0,0;35,613334;-86,985;FAIRCHILD FUNK;M62C F 23A;AIR;REC;Substantial;VMC;TEXAS AIR MUSEUM;Enroute;2018;3;1;2018-03;0,0;Aerial Work
GAA18CA175;2018-03-23 09:15:00+00:00;Beaver Falls;Pennsylvania;Minor;0,0;0,0;1,0;1,0;0,0;40,772499;-80,386947;CESSNA;172;AIR;REC;Substantial;VMC;MOORE AVIATION INC;Landing;2018;3;1;2018-03;1,0;Instructional
GAA18CA229;2018-03-23 08:30:00+00:00;Farmingdale;New York;None;0,0;0,0;0,0;0,0;0,0;40,729442;-73,414169;ROBINSON;R22;HELI;REC;Substantial;VMC;Flying Helicopters Made Easy;Maneuvering;2018;3;1;2018-03;0,0;Instructional
CEN18LA123;2018-03-22 18:30:00+00:00;Dewitt;Michigan;Fatal;1,0;0,0;0,0;1,0;0,0;42,887222;-84,720001;MILLS MICHAEL;S1L;AIR;;Substantial;VMC;;Approach;2018;3;1;2018-03;1,0;Personal
CEN18LA128;2018-03-22 18:00:00+00:00;Kansas City;Missouri;None;0,0;0,0;0,0;0,0;0,0;39,123054;-94,592781;CESSNA;310R;AIR;REC;Substantial;VMC;;Landing;2018;3;1;2018-03;0,0;Personal
CEN18FA126;2018-03-21 18:45:00+00:00;Pierce;Nebraska;Fatal;1,0;0,0;0,0;1,0;0,0;42,238609;-97,597221;RANS;S-16 SHEKARI;AIR;REC;Substantial;VMC;Pilot;Approach;2018;3;1;2018-03;1,0;Personal
CEN18LA125;2018-03-21 17:45:00+00:00;Beggs;Oklahoma;Minor;0,0;0,0;1,0;1,0;0,0;35,793609;-96,029724;CUB CRAFTERS;PA18 150;AIR;REC;Substantial;VMC;;Initial Climb;2018;3;1;2018-03;1,0;Personal
GAA18CA195;2018-03-21 16:55:00+00:00;Knox;Indiana;None;0,0;0,0;0,0;0,0;0,0;41,325553;-86,662223;PIPER;PA24;AIR;REC;Substantial;VMC;;Landing;2018;3;1;2018-03;0,0;Instructional
ERA18LA112;2018-03-21 05:24:00+00:00;Miami;Florida;Serious;0,0;1,0;2,0;3,0;0,0;25,795833;-80,285835;GULFSTREAM AEROSPACE;G V;AIR;TF;;IMC;PEYTON HOLDINGS LLC;Enroute;2018;3;1;2018-03;3,0;Business
ANC18LA027;2018-03-21 04:00:00+00:00;Arctic Ocean;Other Foreign;Serious;0,0;1,0;0,0;0,0;1,0;72,300834;-148,79472;DEHAVILLAND;DHC 6 TWIN OTTER;AIR;TP;Substantial;VMC;BALD MOUNTAIN AIR SERVICE INC;Takeoff;2018;3;1;2018-03;2,0;Commercial Non-Scheduled
GAA18CA172;2018-03-20 14:47:00+00:00;Sunriver;Oregon;None;0,0;0,0;0,0;0,0;0,0;43,863609;-121,407775;LITHUANIAN FACTORY OF;LAK 12;GLI;;Substantial;VMC;;Enroute;2018;3;1;2018-03;0,0;Personal
WPR18LA111;2018-03-20 13:15:00+00:00;Clatskanie;Oregon;None;0,0;0,0;0,0;0,0;0,0;46,059791;-123,270965;PFLUGRADT;Kitfox;AIR;REC;Substantial;VMC;;Enroute;2018;3;1;2018-03;0,0;Personal
GAA18CA173;2018-03-20 10:20:00+00:00;Rapid City;South Dakota;None;0,0;0,0;0,0;0,0;0,0;43,973888;-102,90361;CESSNA;182;AIR;REC;Substantial;VMC;;Takeoff;2018;3;1;2018-03;0,0;Personal
GAA18CA170;2018-03-18 22:15:00+00:00;Vernon;Texas;None;0,0;0,0;0,0;0,0;0,0;34,225276;-99,283058;CESSNA;172;AIR;REC;Substantial;VMC;;Landing;2018;3;1;2018-03;0,0;Personal
GAA18CA176;2018-03-18 14:30:00+00:00;Ontario;Oregon;None;0,0;0,0;0,0;0,0;0,0;44,022499;-117,014724;AMERICAN CHAMPION;7GCBC;AIR;REC;Substantial;VMC;;Landing;2018;3;1;2018-03;0,0;Instructional
WPR18LA107;2018-03-18 08:30:00+00:00;Browns Valley;California;Serious;0,0;1,0;0,0;1,0;0,0;39,219722;-121,411392;CUBCRAFTERS;CC11-160;AIR;REC;Substantial;VMC;PLANE FUN LLC;Maneuvering;2018;3;1;2018-03;1,0;Personal
ERA18LA110;2018-03-17 14:24:00+00:00;Punta Gorda;Florida;Minor;0,0;0,0;1,0;1,0;0,0;26,971111;-81,96083;BESARICK;SKYBOLT;AIR;REC;Destroyed;VMC;;Enroute;2018;3;1;2018-03;1,0;Personal
ERA18LA111;2018-03-16 14:45:00+00:00;Shelburne;Vermont;None;0,0;0,0;0,0;0,0;0,0;44,380554;-73,2275;CESSNA;210;AIR;REC;Substantial;VMC;;Maneuvering;2018;3;1;2018-03;0,0;Aerial Work
ERA18LA109;2018-03-16 10:38:00+00:00;Palatka;Florida;None;0,0;0,0;0,0;0,0;0,0;29,658332;-81,683609;CIRRUS DESIGN CORP, CIRRUS DESIGN;SR20, SR22;AIR, AIR;REC, REC;Substantial, Substantial;VMC;AEROSIM ACADEMY INC;Landing;2018;3;1;2018-03;0,0;Instructional
GAA18CA167;2018-03-16 07:50:00+00:00;Hastings;Nebraska;None;0,0;0,0;0,0;0,0;0,0;40,604167;-98,426391;BEECH;C99;AIR;TP;Substantial;VMC;Ameriflight LLC;Landing;2018;3;1;2018-03;0,0;Commercial Non-Scheduled
GAA18CA169;2018-03-16 01:10:00+00:00;Mammoth Lakes;California;None;0,0;0,0;0,0;0,0;0,0;37,622501;-118,833053;CUBCRAFTERS;CC11-160;AIR;REC;Substantial;VMC;;Landing;2018;3;1;2018-03;0,0;Personal
ERA18LA107;2018-03-15 13:35:00+00:00;Key West;Florida;Minor;0,0;0,0;1,0;1,0;0,0;24,55611;-81,759445;CESSNA;177;AIR;REC;Substantial;VMC;;Initial Climb;2018;3;1;2018-03;1,0;Personal
CEN18LA124;2018-03-14 16:00:00+00:00;CLEBURNE;Texas;Serious;0,0;1,0;0,0;1,0;0,0;32,415554;-97,384162;WHITE;THORPE T 18;AIR;REC;Substantial;VMC;;Enroute;2018;3;1;2018-03;1,0;Personal
GAA18CA197;2018-03-14 12:00:00+00:00;Cedar Key;Florida;None;0,0;0,0;0,0;0,0;0,0;29,134166;-83,050552;PIPER;PA28;AIR;REC;Substantial;VMC;SMTM HOLDINGS INC.;Landing;2018;3;1;2018-03;0,0;Personal
GAA18CA168;2018-03-14 11:20:00+00:00;San Antonio;Texas;Minor;0,0;0,0;2,0;2,0;0,0;29,336944;-98,471107;HUGHES;269;HELI;REC;Substantial;VMC;JOHN DEER TRUSTEE;Enroute;2018;3;1;2018-03;2,0;Personal
ERA18LA103;2018-03-13 13:30:00+00:00;Orlando;Florida;None;0,0;0,0;0,0;0,0;0,0;28,289722;-81,436943;CESSNA;T210;AIR;REC;Substantial;VMC;;Initial Climb;2018;3;1;2018-03;0,0;Aerial Work
GAA18CA162;2018-03-13 12:00:00+00:00;Punta Gorda;Florida;Minor;0,0;0,0;1,0;1,0;0,0;26,918333;-81,996665;AEROPRO CZ;EUROFOX LSA;AIR;REC;Substantial;VMC;;Enroute;2018;3;1;2018-03;1,0;Personal
ERA18LA101;2018-03-13 11:30:00+00:00;Chesapeake;Virginia;None;0,0;0,0;0,0;0,0;0,0;36,665554;-76,320556;PIPER;PA28;AIR;REC;Substantial;VMC;EPIX AVIATION LLC;Initial Climb;2018;3;1;2018-03;0,0;Personal
GAA18CA166;2018-03-12 17:15:00+00:00;Madison;South Dakota;None;0,0;0,0;0,0;0,0;0,0;44,012779;-97,086669;CESSNA;140;AIR;REC;Substantial;VMC;;Takeoff;2018;3;1;2018-03;0,0;Personal
GAA18CA161;2018-03-12 14:00:00+00:00;Green Valley;Arizona;None;0,0;0,0;0,0;0,0;0,0;31,909166;-111,120834;CESSNA;172;AIR;REC;Substantial;VMC;;Landing;2018;3;1;2018-03;0,0;Personal
GAA18CA177;2018-03-12 14:00:00+00:00;Snohomish;Washington;None;0,0;0,0;0,0;0,0;0,0;47,904998;-122,102775;CESSNA;152;AIR;REC;Substantial;VMC;SNOHOMISH FLYING SERVICE INC;Landing;2018;3;1;2018-03;0,0;Personal
GAA18CA157;2018-03-12 09:30:00+00:00;Rockford;Illinois;None;0,0;0,0;0,0;0,0;0,0;42,195278;-89,097221;CESSNA;182;AIR;REC;Substantial;VMC;;Landing;2018;3;1;2018-03;0,0;Personal
ERA18MA099;2018-03-11 19:08:00+00:00;New York;New York;Fatal;5,0;0,0;1,0;6,0;0,0;40,775554;-73,940002;AMERICAN EUROCOPTER;AS350B2;HELI;TS;Substantial;VMC;LIBERTY HELICOPTERS INC;Standing;2018;3;1;2018-03;6,0;Aerial Work
WPR18LA109;2018-03-11 15:45:00+00:00;Arlington;Washington;Minor;0,0;0,0;1,0;1,0;0,0;48,160278;-122,165;LYONS ROBERT;NAVAJO HKS;WSFT;REC;Substantial;VMC;FELTY WESLEY R;Landing;2018;3;1;2018-03;1,0;Personal
GAA18CA156;2018-03-11 14:25:00+00:00;Cedar Rapids;Iowa;None;0,0;0,0;0,0;0,0;0,0;41,88639;-91,706947;STINSON;108;AIR;REC;Substantial;VMC;;Landing;2018;3;1;2018-03;0,0;Personal
WPR18FA104;2018-03-11 12:57:00+00:00;La Center;Washington;Fatal;1,0;0,0;0,0;1,0;0,0;45,830276;-122,637496;PIPER;PA 18-150;AIR;REC;Destroyed;VMC;;Maneuvering;2018;3;1;2018-03;1,0;Personal
GAA18CA163;2018-03-11 12:35:00+00:00;Bedford;Massachusetts;None;0,0;0,0;0,0;0,0;0,0;42,470275;-71,289718;CESSNA;172;AIR;REC;Substantial;VMC;;Landing;2018;3;1;2018-03;0,0;Personal
GAA18CA158;2018-03-11 12:00:00+00:00;Altamont;New York;Minor;0,0;0,0;1,0;1,0;0,0;42,736946;-74,066108;JOHNSON GERALD;CR-1;AIR;REC;Substantial;VMC;;Landing;2018;3;1;2018-03;1,0;Personal
GAA18CA155;2018-03-10 19:45:00+00:00;Mount Pleasant;Michigan;None;0,0;0,0;0,0;0,0;0,0;43,621665;-84,73722;LEARJET;31;AIR;TJ;Substantial;VMC;N500MP LLC;Landing;2018;3;1;2018-03;0,0;Business
WPR18LA105;2018-03-10 17:55:00+00:00;Montague;California;None;0,0;0,0;0,0;0,0;0,0;41,729442;-122,544998;PIPER;PA 28-180;AIR;REC;Substantial;VMC;;Initial Climb;2018;3;1;2018-03;0,0;Personal
CEN18LA119;2018-03-10 17:46:00+00:00;Addison;Texas;Serious;0,0;2,0;0,0;2,0;0,0;32,958889;-96,831665;CZECH SPORT AIRCRAFT AS;PIPER SPORT;AIR;REC;Substantial;VMC;Excite Aircraft Inc;Initial Climb;2018;3;1;2018-03;2,0;Instructional
GAA18CA159;2018-03-10 15:30:00+00:00;Jacksonville;Florida;None;0,0;0,0;0,0;0,0;0,0;30,387777;-81,524169;HUGHES;269;HELI;REC;Substantial;VMC;SKYPRO INDUSTRIES INC;Emergency Descent;2018;3;1;2018-03;0,0;Personal
GAA18CA181;2018-03-10 15:20:00+00:00;Hillsboro;Oregon;None;0,0;0,0;0,0;0,0;0,0;45,537498;-122,946662;PIPER;PA22;AIR;REC;Substantial;VMC;;Landing;2018;3;1;2018-03;0,0;Instructional
GAA18CA165;2018-03-09 17:00:00+00:00;Anacortes;Washington;None;0,0;0,0;0,0;0,0;0,0;48,498611;-122,662498;BELLANCA;1413;AIR;REC;Substantial;VMC;;Landing;2018;3;1;2018-03;0,0;Personal
GAA18CA171;2018-03-09 15:30:00+00:00;Oshkosh;Wisconsin;None;0,0;0,0;0,0;0,0;0,0;43,984443;-88,556945;BEECH;76;AIR;REC;Substantial;VMC;FOX VALLEY TECHNICAL COLLEGE;Landing;2018;3;1;2018-03;0,0;Instructional
GAA18CA164;2018-03-09 12:00:00+00:00;Mount Vernon;Washington;None;0,0;0,0;0,0;0,0;0,0;48,470554;-122,421669;CESSNA;180;AIR;REC;Substantial;VMC;;Landing;2018;3;1;2018-03;0,0;Personal
GAA18CA152;2018-03-08 21:15:00+00:00;Big Spring;Texas;Minor;0,0;0,0;1,0;1,0;0,0;32,036666;-102,101669;PIPER;PA 32R;AIR;REC;Substantial;VMC;;Enroute;2018;3;1;2018-03;1,0;Personal
GAA18CA153;2018-03-08 17:30:00+00:00;Many;Louisiana;None;0,0;0,0;0,0;0,0;0,0;31,546667;-93,490837;AMERICAN CHAMPION;8GCBC;AIR;REC;Substantial;VMC;;Landing;2018;3;1;2018-03;0,0;Personal
CEN18LA118;2018-03-08 11:45:00+00:00;Temple;Texas;Minor;0,0;0,0;1,0;1,0;0,0;31,100505;-97,410209;BEREZNAK;Lancair Legacy;AIR;REC;Destroyed;VMC;Airborne Legacy, LLC;Enroute;2018;3;1;2018-03;1,0;Business
CEN18FA116;2018-03-08 11:38:00+00:00;Laredo;Texas;Fatal;2,0;0,0;0,0;2,0;0,0;27,560832;-99,457496;PIPER;PA 31P;AIR;REC;Destroyed;VMC;;Landing;2018;3;1;2018-03;2,0;Personal
GAA18CA160;2018-03-07 18:00:00+00:00;England;Arkansas;None;0,0;0,0;0,0;0,0;0,0;34,486667;-91,865554;CESSNA;172;AIR;REC;Substantial;VMC;;Takeoff;2018;3;1;2018-03;0,0;Personal
CEN18LA121;2018-03-07 15:00:00+00:00;Blair;Wisconsin;Serious;0,0;1,0;0,0;1,0;0,0;44,304443;-91,0;HUGHES;369D;HELI;TS;;VMC;High Line Helicopters;Maneuvering;2018;3;1;2018-03;1,0;Other / Unknown
CEN18LA177;2018-03-07 13:30:00+00:00;SINTON;Texas;None;0,0;0,0;0,0;0,0;0,0;28,03861;-97,542503;CESSNA;150M;AIR;REC;Substantial;VMC;;Initial Climb;2018;3;1;2018-03;0,0;Personal
GAA18CA151;2018-03-07 10:30:00+00:00;Lakeland;Florida;None;0,0;0,0;0,0;0,0;0,0;27,988056;-82,019721;CESSNA;172;AIR;REC;Substantial;VMC;International Aero Academy;Landing;2018;3;1;2018-03;0,0;Instructional
WPR18LA101;2018-03-06 23:26:00+00:00;Paso Robles;California;None;0,0;0,0;0,0;0,0;0,0;35,672779;-120,62694;PIPER;PA28R;AIR;REC;Substantial;VMC;;Initial Climb;2018;3;1;2018-03;0,0;Instructional
ERA18LA098;2018-03-06 22:17:00+00:00;Churchville;Maryland;Minor;0,0;0,0;2,0;2,0;0,0;39,566944;-76,202499;CIRRUS DESIGN;SR20;AIR;REC;Substantial;IMC;;Landing;2018;3;1;2018-03;2,0;Personal
GAA18CA150;2018-03-06 20:45:00+00:00;Kent;Ohio;None;0,0;0,0;0,0;0,0;0,0;41,147499;-81,415832;CESSNA;172;AIR;REC;Substantial;VMC;KENT STATE UNIVERSITY;Landing;2018;3;1;2018-03;0,0;Instructional
ERA18LA097;2018-03-06 15:30:00+00:00;Palatka;Florida;Minor;0,0;0,0;2,0;2,0;0,0;29,659444;-81,669166;REILLY CHARLES W;ESCAPADE;AIR;REC;Substantial;VMC;;Approach;2018;3;1;2018-03;2,0;Personal
ERA18LA096;2018-03-06 11:05:00+00:00;Edgewater;Florida;Serious;0,0;2,0;0,0;2,0;0,0;28,986944;-80,925834;PIPER;PA 28;AIR;REC;Substantial;VMC;;Approach;2018;3;1;2018-03;2,0;Instructional
WPR18LA102;2018-03-05 15:30:00+00:00;Ogden;Utah;None;0,0;0,0;0,0;0,0;0,0;41,121387;-112,08833;MACDONALD CRAIG;MAC CUB;AIR;REC;Substantial;VMC;;Enroute;2018;3;1;2018-03;0,0;Personal
